emoji,emoji_name,love_score
👨🏻‍❤‍👨🏾,"couple with heart: man, man, light skin tone, medium-dark skin tone",79.85
👨🏻‍❤️‍👨🏿,"couple with heart: man, man, light skin tone, dark skin tone",79.85
👨🏻‍❤‍👨🏿,"couple with heart: man, man, light skin tone, dark skin tone",79.85
👨🏼‍❤️‍👨🏻,"couple with heart: man, man, medium-light skin tone, light skin tone",79.85
👨🏼‍❤‍👨🏻,"couple with heart: man, man, medium-light skin tone, light skin tone",79.85
👨🏼‍❤️‍👨🏼,"couple with heart: man, man, medium-light skin tone",79.85
👨🏼‍❤‍👨🏼,"couple with heart: man, man, medium-light skin tone",79.85
👨🏼‍❤️‍👨🏽,"couple with heart: man, man, medium-light skin tone, medium skin tone",79.85
👨🏼‍❤‍👨🏽,"couple with heart: man, man, medium-light skin tone, medium skin tone",79.85
👨🏼‍❤️‍👨🏾,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone",79.85
👨🏼‍❤‍👨🏾,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone",79.85
👨🏼‍❤️‍👨🏿,"couple with heart: man, man, medium-light skin tone, dark skin tone",79.85
👨🏼‍❤‍👨🏿,"couple with heart: man, man, medium-light skin tone, dark skin tone",79.85
👨🏽‍❤️‍👨🏻,"couple with heart: man, man, medium skin tone, light skin tone",54.64
👨🏽‍❤‍👨🏻,"couple with heart: man, man, medium skin tone, light skin tone",54.64
👨🏽‍❤️‍👨🏼,"couple with heart: man, man, medium skin tone, medium-light skin tone",54.64
👨🏽‍❤‍👨🏼,"couple with heart: man, man, medium skin tone, medium-light skin tone",54.64
👨🏽‍❤️‍👨🏽,"couple with heart: man, man, medium skin tone",29.43
👨🏽‍❤‍👨🏽,"couple with heart: man, man, medium skin tone",29.43
👨🏽‍❤️‍👨🏾,"couple with heart: man, man, medium skin tone, medium-dark skin tone",29.43
👨🏽‍❤‍👨🏾,"couple with heart: man, man, medium skin tone, medium-dark skin tone",29.43
👨🏽‍❤️‍👨🏿,"couple with heart: man, man, medium skin tone, dark skin tone",29.43
👨🏽‍❤‍👨🏿,"couple with heart: man, man, medium skin tone, dark skin tone",29.43
👨🏾‍❤️‍👨🏻,"couple with heart: man, man, medium-dark skin tone, light skin tone",85.17
👨🏾‍❤‍👨🏻,"couple with heart: man, man, medium-dark skin tone, light skin tone",85.17
👨🏾‍❤️‍👨🏼,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone",85.17
👨🏾‍❤‍👨🏼,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone",85.17
👨🏾‍❤️‍👨🏽,"couple with heart: man, man, medium-dark skin tone, medium skin tone",90.5
👨🏾‍❤‍👨🏽,"couple with heart: man, man, medium-dark skin tone, medium skin tone",90.5
👨🏾‍❤️‍👨🏾,"couple with heart: man, man, medium-dark skin tone",90.5
👨🏾‍❤‍👨🏾,"couple with heart: man, man, medium-dark skin tone",90.5
👨🏾‍❤️‍👨🏿,"couple with heart: man, man, medium-dark skin tone, dark skin tone",90.5
👨🏾‍❤‍👨🏿,"couple with heart: man, man, medium-dark skin tone, dark skin tone",90.5
👨🏿‍❤️‍👨🏻,"couple with heart: man, man, dark skin tone, light skin tone",66.59
👨🏿‍❤‍👨🏻,"couple with heart: man, man, dark skin tone, light skin tone",66.59
👨🏿‍❤️‍👨🏼,"couple with heart: man, man, dark skin tone, medium-light skin tone",66.59
👨🏿‍❤‍👨🏼,"couple with heart: man, man, dark skin tone, medium-light skin tone",66.59
👨🏿‍❤️‍👨🏽,"couple with heart: man, man, dark skin tone, medium skin tone",59.96
👨🏿‍❤‍👨🏽,"couple with heart: man, man, dark skin tone, medium skin tone",59.96
👨🏿‍❤️‍👨🏾,"couple with heart: man, man, dark skin tone, medium-dark skin tone",59.96
👨🏿‍❤‍👨🏾,"couple with heart: man, man, dark skin tone, medium-dark skin tone",59.96
👨🏿‍❤️‍👨🏿,"couple with heart: man, man, dark skin tone",90.5
👨🏿‍❤‍👨🏿,"couple with heart: man, man, dark skin tone",90.5
👩🏻‍❤️‍👩🏻,"couple with heart: woman, woman, light skin tone",54.64
👩🏻‍❤‍👩🏻,"couple with heart: woman, woman, light skin tone",54.64
👩🏻‍❤️‍👩🏼,"couple with heart: woman, woman, light skin tone, medium-light skin tone",63.04
👩🏻‍❤‍👩🏼,"couple with heart: woman, woman, light skin tone, medium-light skin tone",63.04
👩🏻‍❤️‍👩🏽,"couple with heart: woman, woman, light skin tone, medium skin tone",54.64
👩🏻‍❤‍👩🏽,"couple with heart: woman, woman, light skin tone, medium skin tone",54.64
👩🏻‍❤️‍👩🏾,"couple with heart: woman, woman, light skin tone, medium-dark skin tone",54.64
👩🏻‍❤‍👩🏾,"couple with heart: woman, woman, light skin tone, medium-dark skin tone",54.64
👩🏻‍❤️‍👩🏿,"couple with heart: woman, woman, light skin tone, dark skin tone",54.64
👩🏻‍❤‍👩🏿,"couple with heart: woman, woman, light skin tone, dark skin tone",54.64
👩🏼‍❤️‍👩🏻,"couple with heart: woman, woman, medium-light skin tone, light skin tone",79.85
👩🏼‍❤‍👩🏻,"couple with heart: woman, woman, medium-light skin tone, light skin tone",79.85
👩🏼‍❤️‍👩🏼,"couple with heart: woman, woman, medium-light skin tone",79.85
👩🏼‍❤‍👩🏼,"couple with heart: woman, woman, medium-light skin tone",79.85
👩🏼‍❤️‍👩🏽,"couple with heart: woman, woman, medium-light skin tone, medium skin tone",79.85
👩🏼‍❤‍👩🏽,"couple with heart: woman, woman, medium-light skin tone, medium skin tone",79.85
👩🏼‍❤️‍👩🏾,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone",79.85
👩🏼‍❤‍👩🏾,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone",79.85
👩🏼‍❤️‍👩🏿,"couple with heart: woman, woman, medium-light skin tone, dark skin tone",79.85
👩🏼‍❤‍👩🏿,"couple with heart: woman, woman, medium-light skin tone, dark skin tone",79.85
👩🏽‍❤️‍👩🏻,"couple with heart: woman, woman, medium skin tone, light skin tone",79.85
👩🏽‍❤‍👩🏻,"couple with heart: woman, woman, medium skin tone, light skin tone",79.85
👩🏽‍❤️‍👩🏼,"couple with heart: woman, woman, medium skin tone, medium-light skin tone",79.85
👩🏽‍❤‍👩🏼,"couple with heart: woman, woman, medium skin tone, medium-light skin tone",79.85
👩🏾‍❤️‍👩🏼,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone",79.85
👩🏾‍❤‍👩🏼,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone",79.85
👩🏿‍❤️‍👩🏻,"couple with heart: woman, woman, dark skin tone, light skin tone",85.17
👩🏿‍❤‍👩🏻,"couple with heart: woman, woman, dark skin tone, light skin tone",85.17
👩🏿‍❤️‍👩🏼,"couple with heart: woman, woman, dark skin tone, medium-light skin tone",85.17
👩🏿‍❤‍👩🏼,"couple with heart: woman, woman, dark skin tone, medium-light skin tone",85.17
👩🏿‍❤️‍👩🏽,"couple with heart: woman, woman, dark skin tone, medium skin tone",90.5
👩🏿‍❤‍👩🏽,"couple with heart: woman, woman, dark skin tone, medium skin tone",90.5
👩🏿‍❤️‍👩🏾,"couple with heart: woman, woman, dark skin tone, medium-dark skin tone",90.5
👩🏿‍❤‍👩🏾,"couple with heart: woman, woman, dark skin tone, medium-dark skin tone",90.5
👩🏿‍❤️‍👩🏿,"couple with heart: woman, woman, dark skin tone",90.5
👩🏿‍❤‍👩🏿,"couple with heart: woman, woman, dark skin tone",90.5
👨‍👩‍👧‍👦,"family: man, woman, girl, boy",17.87
👨‍👩‍👦‍👦,"family: man, woman, boy, boy",8.57
👨‍👩‍👧‍👧,"family: man, woman, girl, girl",17.87
👨‍👨‍👧‍👦,"family: man, man, girl, boy",17.87
👨‍👨‍👦‍👦,"family: man, man, boy, boy",8.57
👨‍👨‍👧‍👧,"family: man, man, girl, girl",17.87
👩‍👩‍👦‍👦,"family: woman, woman, boy, boy",8.57
👩‍👩‍👧‍👧,"family: woman, woman, girl, girl",17.87
🗣️,speaking head,74.13
🗣,speaking head,74.13
🫂,people hugging,74.36
🏻,light skin tone,79.85
🏼,medium-light skin tone,79.85
🏿,dark skin tone,90.5
🦰,red hair,67.19
🦱,curly hair,9.48
🦳,white hair,47.68
🐵,monkey face,12.15
🐈‍⬛,black cat,63.58
🦄,unicorn,19.24
🐻‍❄️,polar bear,11.91
🐻‍❄,polar bear,11.91
🐣,hatching chick,19.02
🐥,front-facing baby chick,49.84
🪽,wing,4.76
🐦‍⬛,black bird,63.58
🐳,spouting whale,69.99
🐠,tropical fish,2.69
🪸,coral,7.61
💮,white flower,47.68
🌹,rose,69.04
🥀,wilted flower,29.69
🌱,seedling,32.07
🪴,potted plant,21.38
🌲,evergreen tree,27.51
🌳,deciduous tree,10.68
🍂,fallen leaf,86.97
🪹,empty nest,30.79
🪺,nest with eggs,11.05
🍎,red apple,67.19
🍏,green apple,51.81
🫒,olive,11.6
🌶️,hot pepper,52.72
🌶,hot pepper,52.72
🧀,cheese wedge,3.81
🍟,french fries,28.68
🌭,hot dog,52.72
🥙,stuffed flatbread,59.57
🥘,shallow pan of food,34.21
🫕,fondue,29.96
🥗,green salad,51.81
🍚,cooked rice,52.7
🍜,steaming bowl,16.99
🍠,roasted sweet potato,47.56
🍤,fried shrimp,36.31
🍥,fish cake with swirl,15.31
🥟,dumpling,10.55
🍦,soft ice cream,62.95
🍧,shaved ice,12.43
🎂,birthday cake,62.23
☕,hot beverage,52.72
🍾,bottle with popping cork,7.88
🍹,tropical drink,2.69
🍻,clinking beer mugs,35.23
🫗,pouring liquid,34.62
🧋,bubble tea,15.3
🌍,globe showing Europe-Africa,63.63
🌎,globe showing Americas,63.63
🌏,globe showing Asia-Australia,63.63
🏔️,snow-capped mountain,5.87
🏔,snow-capped mountain,5.87
🏕️,camping,3.38
🏕,camping,3.38
🏞️,national park,14.75
🏞,national park,14.75
🏛️,classical building,4.18
🏛,classical building,4.18
🏣,Japanese post office,2.63
🏩,love hotel,97.07
🏯,Japanese castle,2.63
♨️,hot springs,52.72
♨,hot springs,52.72
🚂,locomotive,11.29
🚄,high-speed train,59.23
🚈,light rail,79.85
🚍,oncoming bus,21.01
🚔,oncoming police car,21.01
🚖,oncoming taxi,21.01
🚘,oncoming automobile,21.01
🚛,articulated lorry,57.02
🦽,manual wheelchair,8.19
🚥,horizontal traffic light,8.59
🚦,vertical traffic light,15.43
🛑,stop sign,59.05
🛟,ring buoy,30.11
🛩️,small airplane,81.72
🛩,small airplane,81.72
🚡,aerial tramway,13.79
🛸,flying saucer,66.17
🕥,ten-thirty,61.75
🕚,eleven o’clock,11.31
🕦,eleven-thirty,19.22
🌑,new moon,66.58
🌒,waxing crescent moon,13.23
🌓,first quarter moon,82.81
🌔,waxing gibbous moon,47.37
🌕,full moon,82.79
🌖,waning gibbous moon,51.22
🌗,last quarter moon,88.33
🌘,waning crescent moon,20.93
🌚,new moon face,66.58
🌛,first quarter moon face,82.81
🌜,last quarter moon face,86.17
🌝,full moon face,82.79
🪐,ringed planet,30.11
🌟,glowing star,82.45
🌠,shooting star,33.33
🌌,milky way,47.81
🌤️,sun behind small cloud,81.72
🌤,sun behind small cloud,81.72
🌥️,sun behind large cloud,68.78
🌥,sun behind large cloud,68.78
🌩️,cloud with lightning,28.33
🌩,cloud with lightning,28.33
🌂,closed umbrella,70.14
⚡,high voltage,59.23
🎎,Japanese dolls,2.63
🎑,moon viewing ceremony,49.74
🧧,red envelope,67.19
🎁,wrapped gift,18.84
🎖️,military medal,7.64
🎖,military medal,7.64
🥇,1st place medal,9.53
🥈,2nd place medal,39.33
🥉,3rd place medal,4.47
🏈,american football,46.67
🥏,flying disc,66.17
🏓,ping pong,23.88
🥊,boxing glove,13.05
🥋,martial arts uniform,1.4
🤿,diving mask,7.17
🎽,running shirt,81.8
🛷,sled,3.28
🥌,curling stone,7.73
🪄,magic wand,66.0
🧸,teddy bear,6.07
🪆,nesting dolls,11.05
🀄,mahjong red dragon,34.59
🎭,performing arts,68.34
🖼️,framed picture,5.19
🖼,framed picture,5.19
🪡,sewing needle,32.09
🪭,folding hand fan,8.57
🩴,thong sandal,10.93
👟,running shoe,81.8
🥾,hiking boot,21.12
🥿,flat shoe,6.57
👠,high-heeled shoe,30.75
🎩,top hat,8.23
🧢,billed cap,25.67
🪖,military helmet,7.64
🔇,muted speaker,56.24
🔈,speaker low volume,28.89
🔊,speaker high volume,59.23
📯,postal horn,3.69
🎼,musical score,9.63
🎵,musical note,9.63
🎶,musical notes,9.63
🎹,musical keyboard,9.63
🪘,long drum,95.82
📲,mobile phone with arrow,1.64
🪫,low battery,28.89
🔌,electric plug,16.52
💾,floppy disk,30.26
💿,optical disk,21.84
🔍,magnifying glass tilted left,54.23
🔎,magnifying glass tilted right,53.13
🏮,red paper lantern,67.19
📔,notebook with decorative cover,2.91
📕,closed book,70.14
📖,open book,56.25
📗,green book,51.81
📘,blue book,59.21
📄,page facing up,78.64
🗞️,rolled-up newspaper,46.37
🗞,rolled-up newspaper,46.37
💴,yen banknote,3.88
💶,euro banknote,2.74
💹,chart increasing with yen,71.41
📧,e-mail,41.27
📨,incoming envelope,10.4
📫,closed mailbox with raised flag,70.4
📪,closed mailbox with lowered flag,39.93
📬,open mailbox with raised flag,63.45
📭,open mailbox with lowered flag,32.98
✒️,black nib,63.58
✒,black nib,63.58
🖊️,pen,18.9
🖊,pen,18.9
📂,open file folder,56.25
📆,tear-off calendar,26.48
🗒️,spiral notepad,35.02
🗒,spiral notepad,35.02
🗓️,spiral calendar,35.02
🗓,spiral calendar,35.02
📈,chart increasing,71.41
📉,chart decreasing,27.0
🖇️,linked paperclips,13.78
🖇,linked paperclips,13.78
📏,straight ruler,43.52
📐,triangular ruler,4.36
🔒,locked,13.55
🔓,unlocked,44.86
🔏,locked with pen,13.55
🔐,locked with key,9.14
🗝️,old key,73.37
🗝,old key,73.37
⚔️,crossed swords,22.9
⚔,crossed swords,22.9
🪚,carpentry saw,72.81
🦯,white cane,47.68
🩹,adhesive bandage,1.28
🛋️,couch and lamp,22.23
🛋,couch and lamp,22.23
🛒,shopping cart,3.64
⚱️,funeral urn,25.09
⚱,funeral urn,25.09
🧿,nazar amulet,74.86
🚰,potable water,73.47
🛅,left luggage,82.08
⚠️,warning,18.78
⚠,warning,18.78
🚸,children crossing,22.9
🚫,prohibited,5.26
🚱,non-potable water,44.24
📵,no mobile phones,1.64
↗️,up-right arrow,78.75
↗,up-right arrow,78.75
➡️,right arrow,78.75
➡,right arrow,78.75
↘️,down-right arrow,78.75
↘,down-right arrow,78.75
↙️,down-left arrow,82.08
↙,down-left arrow,82.08
⬅️,left arrow,82.08
⬅,left arrow,82.08
↕️,up-down arrow,24.7
↕,up-down arrow,24.7
↔️,left-right arrow,56.93
↔,left-right arrow,56.93
↩️,right arrow curving left,80.42
↩,right arrow curving left,80.42
↪️,left arrow curving right,51.34
↪,left arrow curving right,51.34
⤴️,right arrow curving up,49.29
⤴,right arrow curving up,49.29
⤵️,right arrow curving down,49.29
⤵,right arrow curving down,49.29
🔃,clockwise vertical arrows,15.43
🔄,counterclockwise arrows button,8.34
🔙,BACK arrow,85.53
🔜,SOON arrow,85.02
🔝,TOP arrow,8.23
⚛️,atom symbol,23.34
⚛,atom symbol,23.34
☦️,orthodox cross,6.8
☦,orthodox cross,6.8
🔯,dotted six-pointed star,22.95
⛎,Ophiuchus,27.11
🔂,repeat single button,67.38
⏩,fast-forward button,35.65
⏭️,next track button,86.8
⏭,next track button,86.8
⏪,fast reverse button,20.36
⏮️,last track button,88.33
⏮,last track button,88.33
⏫,fast up button,32.52
⏬,fast down button,32.52
⏹️,stop button,59.05
⏹,stop button,59.05
⏏️,eject button,4.56
⏏,eject button,4.56
🔆,bright button,74.38
♀️,female sign,4.71
♀,female sign,4.71
♂️,male sign,5.7
♂,male sign,5.7
🟰,heavy equals sign,52.33
‼️,double exclamation mark,49.79
‼,double exclamation mark,49.79
❓,red question mark,67.19
❔,white question mark,47.68
❕,white exclamation mark,47.68
❗,red exclamation mark,67.19
〰️,wavy dash,76.29
〰,wavy dash,76.29
💲,heavy dollar sign,52.33
⚕️,medical symbol,8.82
⚕,medical symbol,8.82
♻️,recycling symbol,17.27
♻,recycling symbol,17.27
🔰,Japanese symbol for beginner,2.63
⭕,hollow red circle,67.19
➰,curly loop,9.48
➿,double curly loop,29.64
✳️,eight-spoked asterisk,27.42
✳,eight-spoked asterisk,27.42
✴️,eight-pointed star,36.81
✴,eight-pointed star,36.81
®️,registered,20.82
®,registered,20.82
🔠,input latin uppercase,10.12
🔡,input latin lowercase,10.12
🆓,FREE button,59.62
Ⓜ️,circled M,36.87
Ⓜ,circled M,36.87
🆗,OK button,64.24
🈁,Japanese “here” button,1.76
🈂️,Japanese “service charge” button,2.63
🈂,Japanese “service charge” button,2.63
🈷️,Japanese “monthly amount” button,2.34
🈷,Japanese “monthly amount” button,2.34
🈶,Japanese “not free of charge” button,31.13
🈯,Japanese “reserved” button,10.36
🉐,Japanese “bargain” button,2.63
🈹,Japanese “discount” button,2.63
🈚,Japanese “free of charge” button,31.13
🈲,Japanese “prohibited” button,3.95
🉑,Japanese “acceptable” button,19.18
🈸,Japanese “application” button,2.63
🈴,Japanese “passing grade” button,33.03
🈳,Japanese “vacancy” button,2.63
㊗️,Japanese “congratulations” button,1.76
㊗,Japanese “congratulations” button,1.76
㊙️,Japanese “secret” button,21.75
㊙,Japanese “secret” button,21.75
🈺,Japanese “open for business” button,29.44
🈵,Japanese “no vacancy” button,2.63
🔴,red circle,67.19
🟡,yellow circle,24.73
🟢,green circle,51.81
🔵,blue circle,59.21
🟣,purple circle,62.62
🟤,brown circle,63.74
⚫,black circle,63.58
⚪,white circle,47.68
🟥,red square,67.19
🟨,yellow square,24.73
🟩,green square,51.81
🟪,purple square,14.13
🟫,brown square,63.74
⬛,black large square,66.18
⬜,white large square,58.23
◼️,black medium square,63.58
◼,black medium square,63.58
◻️,white medium square,47.68
◻,white medium square,47.68
◾,black medium-small square,72.65
◽,white medium-small square,64.7
▪️,black small square,72.65
▪,black small square,72.65
▫️,white small square,64.7
▫,white small square,64.7
🔶,large orange diamond,68.78
🔷,large blue diamond,63.99
🔸,small orange diamond,81.72
🔹,small blue diamond,70.46
🔺,red triangle pointed up,52.0
🔻,red triangle pointed down,52.0
🔳,white square button,47.68
🔲,black square button,63.58
🏁,chequered flag,1.77
🚩,triangular flag,4.36
🎌,crossed flags,22.9
🏴,black flag,63.58
🏳️,white flag,47.68
🏳,white flag,47.68
🇦🇸,flag: American Samoa,26.01
🇨🇫,flag: Central African Republic,5.35
🇪🇺,flag: European Union,5.35
🇬🇫,flag: French Guiana,28.68
🇮🇴,flag: British Indian Ocean Territory,7.97
🇰🇵,flag: North Korea,5.35
🇰🇾,flag: Cayman Islands,6.86
🇲🇰,flag: North Macedonia,5.35
🇳🇨,flag: New Caledonia,5.35
🇳🇿,flag: New Zealand,5.35
🇵🇫,flag: French Polynesia,28.68
🇵🇸,flag: Palestinian Territories,3.45
🇹🇩,flag: Chad,4.88
🇹🇫,flag: French Southern Territories,28.68
🇻🇦,flag: Vatican City,5.35
🇻🇬,flag: British Virgin Islands,11.83
